Biomass,Year,Farm,YearFarm,Comp.2,Comp.1,MAX,RN,JJ
0.0149,2007,2,2007_02,-0.439260072,-3.02883119,0.992366521,-0.644440183,0.384416366
0.0469,2007,2,2007_02,-0.439260072,-3.02883119,-0.258553407,-0.196210766,1.868277318
0.0096,2007,2,2007_02,-0.439260072,-3.02883119,-0.929582597,-0.644440183,-1.099444585
0.0055,2007,2,2007_02,-0.439260072,-3.02883119,1.035255204,-0.644440183,-0.27507739
0.0041,2007,2,2007_02,-0.439260072,-3.02883119,0.098852287,-0.5547943,-1.429191464
0.0249,2007,2,2007_02,-0.439260072,-3.02883119,-0.928689082,-0.196210766,0.054669488
0.0347,2007,2,2007_02,-0.439260072,-3.02883119,-0.571283389,0.162372768,1.373657001
0.0132,2007,2,2007_02,-0.439260072,-3.02883119,-0.929582597,-0.644440183,-1.099444585
0.0085,2007,2,2007_02,-0.439260072,-3.02883119,-1.331664002,3.299978689,-1.264318025
0.0744,2007,2,2007_02,-0.439260072,-3.02883119,0.590285115,0.879539836,1.53853044
0.0166,2007,2,2007_02,-0.439260072,-3.02883119,-1.018040506,-0.644440183,0.219542927
0.0484,2007,2,2007_02,-0.439260072,-3.02883119,-0.571283389,-0.599617241,0.714163245
0.0124,2007,2,2007_02,-0.439260072,-3.02883119,-1.196743353,-0.644440183,0.879036684
0.0258,2007,2,2007_02,-0.439260072,-3.02883119,0.992366521,-0.644440183,0.384416366
0.0102,2007,2,2007_02,-0.439260072,-3.02883119,1.035255204,-0.644440183,-0.27507739
0.0143,2007,2,2007_02,-0.439260072,-3.02883119,0.811876645,0.700248069,-0.110203951
0.019,2007,2,2007_02,-0.439260072,-3.02883119,1.616039456,-0.644440183,-0.439950829
0.0042,2007,2,2007_02,-0.439260072,-3.02883119,-1.018040506,-0.644440183,0.219542927
0.0558,2007,2,2007_02,-0.439260072,-3.02883119,0.054176575,0.027903943,1.043910123
0.022,2007,2,2007_02,-0.439260072,-3.02883119,0.811876645,0.700248069,-0.110203951
0.0601,2007,2,2007_02,-0.439260072,-3.02883119,0.054176575,0.027903943,1.043910123
0.002,2007,3,2007_03,0.39198408,-1.493353974,-0.340756716,0.341664535,-1.346754744
0.0052,2007,3,2007_03,0.39198408,-1.493353974,0.374054671,1.148477486,0.631726525
0.0195,2007,3,2007_03,0.39198408,-1.493353974,0.727886307,-0.644440183,1.62096716
0.0301,2007,3,2007_03,0.39198408,-1.493353974,-0.787513833,-0.375502533,0.961473403
0.0032,2007,3,2007_03,0.39198408,-1.493353974,-1.547894447,0.027903943,-1.676501622
0.0105,2007,3,2007_03,0.39198408,-1.493353974,-1.547894447,0.834716894,-1.181881305
0.0126,2007,3,2007_03,0.39198408,-1.493353974,1.036148718,-0.5547943,-0.357514109
0.0195,2007,3,2007_03,0.39198408,-1.493353974,-0.165627927,1.148477486,1.456093721
0.014,2007,3,2007_03,0.39198408,-1.493353974,1.534729661,-0.644440183,0.466853086
0.0307,2007,3,2007_03,0.39198408,-1.493353974,-0.340756716,0.341664535,-1.346754744
0.0193,2007,3,2007_03,0.39198408,-1.493353974,0.727886307,-0.644440183,1.62096716
0.0052,2007,3,2007_03,0.39198408,-1.493353974,1.534729661,-0.644440183,0.466853086
0.0145,2007,3,2007_03,0.39198408,-1.493353974,0.861019928,-0.644440183,-0.522387549
0.0288,2007,3,2007_03,0.39198408,-1.493353974,-0.250511779,0.789893952,1.291220281
0.0039,2007,3,2007_03,0.39198408,-1.493353974,-1.547894447,0.834716894,-1.181881305
0.0261,2007,3,2007_03,0.39198408,-1.493353974,0.062218203,-0.5547943,1.126346842
0.0145,2007,3,2007_03,0.39198408,-1.493353974,0.062218203,-0.5547943,1.126346842
0.0255,2007,3,2007_03,0.39198408,-1.493353974,-0.02713322,-0.644440183,1.785840599
0.0082,2007,3,2007_03,0.39198408,-1.493353974,-0.385432428,-0.465148416,0.301979647
0.0339,2007,3,2007_03,0.39198408,-1.493353974,1.043296832,-0.644440183,-0.687260988
0.003,2007,3,2007_03,0.39198408,-1.493353974,0.711803051,-0.644440183,-0.852134427
0.0171,2007,3,2007_03,0.39198408,-1.493353974,0.861019928,-0.644440183,-0.522387549
0.0306,2007,3,2007_03,0.39198408,-1.493353974,0.106893915,-0.5547943,-1.511628183
0.015,2007,3,2007_03,0.39198408,-1.493353974,-1.104711387,-0.241033708,0.137106208
0.003,2007,3,2007_03,0.39198408,-1.493353974,0.90569564,-0.016918999,-0.19264067
0.0166,2007,3,2007_03,0.39198408,-1.493353974,-0.385432428,-0.465148416,0.301979647
0.0062,2007,3,2007_03,0.39198408,-1.493353974,-0.787513833,-0.375502533,0.961473403
0.0288,2007,3,2007_03,0.39198408,-1.493353974,-0.02713322,-0.644440183,1.785840599
0.0073,2007,3,2007_03,0.39198408,-1.493353974,0.374054671,1.148477486,0.631726525
0.0149,2007,3,2007_03,0.39198408,-1.493353974,-1.278946662,-0.5547943,0.796599964
0.0145,2007,3,2007_03,0.39198408,-1.493353974,-0.165627927,1.148477486,1.456093721
0.0109,2007,3,2007_03,0.39198408,-1.493353974,0.711803051,-0.644440183,-0.852134427
0.024,2007,3,2007_03,0.39198408,-1.493353974,-1.104711387,-0.241033708,0.137106208
0.0198,2007,3,2007_03,0.39198408,-1.493353974,0.190884253,0.655425127,-0.027767231
0.0056,2007,3,2007_03,0.39198408,-1.493353974,1.036148718,-0.5547943,-0.357514109
0.0304,2007,3,2007_03,0.39198408,-1.493353974,0.106893915,-0.5547943,-1.511628183
0.0112,2007,3,2007_03,0.39198408,-1.493353974,0.417836868,-0.644440183,-1.017007866
0.0167,2007,3,2007_03,0.39198408,-1.493353974,0.417836868,-0.644440183,-1.017007866
0.0059,2007,3,2007_03,0.39198408,-1.493353974,0.90569564,-0.016918999,-0.19264067
0.013,2007,3,2007_03,0.39198408,-1.493353974,-0.384538914,0.252018651,1.950714038
0.005,2007,3,2007_03,0.39198408,-1.493353974,0.190884253,0.655425127,-0.027767231
0.0158,2007,3,2007_03,0.39198408,-1.493353974,-1.278946662,-0.5547943,0.796599964
0.0165,2007,3,2007_03,0.39198408,-1.493353974,-0.384538914,0.252018651,1.950714038
0.0072,2007,3,2007_03,0.39198408,-1.493353974,-1.547894447,0.027903943,-1.676501622
0.0699,2007,4,2007_04,-0.70370463,-0.976783352,-1.380807285,-0.285856649,0.137106208
0.0056,2007,4,2007_04,-0.70370463,-0.976783352,1.389086841,-0.644440183,0.466853086
0.0254,2007,4,2007_04,-0.70370463,-0.976783352,0.138166913,0.969185719,-0.027767231
0.0008,2007,4,2007_04,-0.70370463,-0.976783352,0.763626877,-0.644440183,-0.19264067
0.0265,2007,4,2007_04,-0.70370463,-0.976783352,0.227518336,1.103654544,0.631726525
0.0232,2007,4,2007_04,-0.70370463,-0.976783352,-0.353265916,0.47613336,-1.346754744
0.0326,2007,4,2007_04,-0.70370463,-0.976783352,-0.665995898,-0.509971358,0.301979647
0.022,2007,4,2007_04,-0.70370463,-0.976783352,0.8529783,-0.375502533,-0.357514109
0.0394,2007,4,2007_04,-0.70370463,-0.976783352,-1.605079358,-0.509971358,0.796599964
0.0011,2007,4,2007_04,-0.70370463,-0.976783352,-1.739106493,1.238123369,-1.181881305
0.0139,2007,4,2007_04,-0.70370463,-0.976783352,0.540248318,-0.644440183,-0.522387549
0.0091,2007,4,2007_04,-0.70370463,-0.976783352,0.182842625,-0.599617241,-1.511628183
0.0168,2007,4,2007_04,-0.70370463,-0.976783352,1.389086841,-0.644440183,0.466853086
0.0468,2007,4,2007_04,-0.70370463,-0.976783352,-0.665995898,-0.509971358,0.301979647
0.0259,2007,4,2007_04,-0.70370463,-0.976783352,0.227518336,1.103654544,0.631726525
0.0211,2007,4,2007_04,-0.70370463,-0.976783352,-1.380807285,-0.285856649,0.137106208
0.0253,2007,4,2007_04,-0.70370463,-0.976783352,-0.174563069,1.058831603,1.785840599
0.0552,2007,4,2007_04,-0.70370463,-0.976783352,0.763626877,-0.644440183,-0.19264067
0.0188,2007,4,2007_04,-0.70370463,-0.976783352,-0.308590204,-0.5547943,1.126346842
0.0129,2007,4,2007_04,-0.70370463,-0.976783352,-0.442617339,0.252018651,1.950714038
0.057,2007,4,2007_04,-0.70370463,-0.976783352,0.540248318,-0.644440183,-0.522387549
0.0452,2007,4,2007_04,-0.70370463,-0.976783352,-0.308590204,1.50706102,1.456093721
0.0304,2007,4,2007_04,-0.70370463,-0.976783352,0.138166913,0.969185719,-0.027767231
0.0027,2007,4,2007_04,-0.70370463,-0.976783352,-1.739106493,1.238123369,-1.181881305
0.0643,2007,4,2007_04,-0.70370463,-0.976783352,0.722525222,-0.106564882,1.62096716
0.032,2007,4,2007_04,-0.70370463,-0.976783352,0.808302589,-0.644440183,-0.687260988
0.0549,2007,4,2007_04,-0.70370463,-0.976783352,-0.174563069,1.058831603,1.785840599
0.0141,2007,4,2007_04,-0.70370463,-0.976783352,0.8529783,-0.375502533,-0.357514109
0.0411,2007,4,2007_04,-0.70370463,-0.976783352,-1.247673664,-0.330679591,0.961473403
0.0619,2007,4,2007_04,-0.70370463,-0.976783352,-1.51483442,0.027903943,-1.676501622
0.0148,2007,4,2007_04,-0.70370463,-0.976783352,0.808302589,-0.644440183,-0.687260988
0.0223,2007,4,2007_04,-0.70370463,-0.976783352,0.481276379,-0.644440183,-0.852134427
0.0541,2007,4,2007_04,-0.70370463,-0.976783352,0.182842625,-0.599617241,-1.511628183
0.0269,2007,4,2007_04,-0.70370463,-0.976783352,-0.621320186,1.148477486,1.291220281
0.0172,2007,4,2007_04,-0.70370463,-0.976783352,0.722525222,-0.106564882,1.62096716
0.0192,2007,4,2007_04,-0.70370463,-0.976783352,-0.308590204,1.50706102,1.456093721
0.0333,2007,4,2007_04,-0.70370463,-0.976783352,-0.442617339,0.252018651,1.950714038
0.028,2007,4,2007_04,-0.70370463,-0.976783352,-1.605079358,-0.509971358,0.796599964
0.0151,2007,4,2007_04,-0.70370463,-0.976783352,-1.247673664,-0.330679591,0.961473403
0.0064,2007,4,2007_04,-0.70370463,-0.976783352,0.272194048,-0.644440183,-1.017007866
0.0083,2007,4,2007_04,-0.70370463,-0.976783352,0.481276379,-0.644440183,-0.852134427
0.0123,2007,4,2007_04,-0.70370463,-0.976783352,-0.308590204,-0.5547943,1.126346842
0.0324,2007,4,2007_04,-0.70370463,-0.976783352,-0.621320186,1.148477486,1.291220281
0.0062,2007,4,2007_04,-0.70370463,-0.976783352,-1.51483442,0.027903943,-1.676501622
0.0036,2007,5,2007_05,0.271176824,-3.175191589,-0.082531103,-0.599617241,1.126346842
0.0147,2007,5,2007_05,0.271176824,-3.175191589,-0.213877695,-0.644440183,1.950714038
0.0129,2007,5,2007_05,0.271176824,-3.175191589,-1.157428726,-0.375502533,0.137106208
0.0171,2007,5,2007_05,0.271176824,-3.175191589,-0.353265916,-0.644440183,0.301979647
0.0022,2007,5,2007_05,0.271176824,-3.175191589,-0.752666778,-0.016918999,1.456093721
0.0051,2007,5,2007_05,0.271176824,-3.175191589,-0.213877695,-0.644440183,1.950714038
0.0048,2007,5,2007_05,0.271176824,-3.175191589,0.574201859,-0.375502533,-0.357514109
0.0047,2007,5,2007_05,0.271176824,-3.175191589,-0.752666778,-0.016918999,1.456093721
0.0098,2007,5,2007_05,0.271176824,-3.175191589,1.483799349,-0.644440183,0.466853086
0.017,2007,5,2007_05,0.271176824,-3.175191589,1.483799349,-0.644440183,0.466853086
0.0132,2007,5,2007_05,0.271176824,-3.175191589,-1.644393984,0.20719571,-1.181881305
0.0073,2007,5,2007_05,0.271176824,-3.175191589,0.127444742,-0.644440183,-0.19264067
0.0092,2007,5,2007_05,0.271176824,-3.175191589,-0.353265916,-0.644440183,0.301979647
0.0056,2007,5,2007_05,0.271176824,-3.175191589,-0.216558238,-0.644440183,1.291220281
0.0134,2007,5,2007_05,0.271176824,-3.175191589,0.230198879,-0.644440183,-1.017007866
0.0027,2007,5,2007_05,0.271176824,-3.175191589,-0.082531103,-0.599617241,1.126346842
0.0046,2007,5,2007_05,0.271176824,-3.175191589,0.127444742,-0.644440183,-0.19264067
0.0048,2007,5,2007_05,0.271176824,-3.175191589,-0.051258105,-0.644440183,-1.511628183
0.0173,2007,5,2007_05,0.271176824,-3.175191589,-0.26123395,-0.644440183,1.785840599
0.0027,2007,5,2007_05,0.271176824,-3.175191589,-1.644393984,0.20719571,-1.181881305
0.0041,2007,5,2007_05,0.271176824,-3.175191589,0.721631708,-0.644440183,-0.852134427
0.01,2007,5,2007_05,0.271176824,-3.175191589,0.721631708,-0.644440183,-0.852134427
0.0075,2007,5,2007_05,0.271176824,-3.175191589,-0.258553407,-0.061741941,1.62096716
0.0157,2007,5,2007_05,0.271176824,-3.175191589,0.364226014,2.134582204,0.631726525
0.0057,2007,5,2007_05,0.271176824,-3.175191589,-1.330770488,0.431310418,-1.676501622
0.0117,2007,5,2007_05,0.271176824,-3.175191589,-0.886693913,-0.420325474,0.961473403
0.0084,2007,5,2007_05,0.271176824,-3.175191589,1.081717944,-0.644440183,-0.687260988
0.0118,2007,5,2007_05,0.271176824,-3.175191589,0.230198879,-0.644440183,-1.017007866
0.0095,2007,5,2007_05,0.271176824,-3.175191589,0.227518336,-0.644440183,-0.027767231
0.0064,2007,5,2007_05,0.271176824,-3.175191589,-0.886693913,-0.420325474,0.961473403
0.0041,2007,5,2007_05,0.271176824,-3.175191589,-1.244099607,-0.285856649,0.796599964
0.004,2007,5,2007_05,0.271176824,-3.175191589,0.350823301,-0.644440183,-0.522387549
0.014,2007,5,2007_05,0.271176824,-3.175191589,-1.330770488,0.431310418,-1.676501622
0.0148,2007,5,2007_05,0.271176824,-3.175191589,-0.258553407,-0.061741941,1.62096716
0.0411,2007,5,2007_05,0.271176824,-3.175191589,0.350823301,-0.644440183,-0.522387549
0.0026,2007,5,2007_05,0.271176824,-3.175191589,-1.244099607,-0.285856649,0.796599964
0.0026,2007,5,2007_05,0.271176824,-3.175191589,-1.157428726,-0.375502533,0.137106208
0.0089,2007,5,2007_05,0.271176824,-3.175191589,1.081717944,-0.644440183,-0.687260988
0.0061,2007,5,2007_05,0.271176824,-3.175191589,0.574201859,-0.375502533,-0.357514109
0.0181,2007,5,2007_05,0.271176824,-3.175191589,-0.216558238,-0.644440183,1.291220281
0.0127,2007,5,2007_05,0.271176824,-3.175191589,-0.26123395,-0.644440183,1.785840599
0.011,2007,5,2007_05,0.271176824,-3.175191589,0.227518336,-0.644440183,-0.027767231
0.0325,2007,6,2007_06,-0.201186609,-0.229872557,-1.647968041,0.879539836,-1.676501622
0.0185,2007,6,2007_06,-0.201186609,-0.229872557,-1.245886636,-0.465148416,0.137106208
0.0551,2007,6,2007_06,-0.201186609,-0.229872557,-0.216558238,-0.644440183,1.126346842
0.0729,2007,6,2007_06,-0.201186609,-0.229872557,0.185523167,-0.644440183,-0.027767231
0.0426,2007,6,2007_06,-0.201186609,-0.229872557,-0.216558238,0.431310418,1.785840599
0.0735,2007,6,2007_06,-0.201186609,-0.229872557,0.185523167,0.072726885,1.62096716
0.1326,2007,6,2007_06,-0.201186609,-0.229872557,-0.216558238,-0.5547943,-1.511628183
0.0166,2007,6,2007_06,-0.201186609,-0.229872557,0.721631708,-0.644440183,-0.687260988
0.1689,2007,6,2007_06,-0.201186609,-0.229872557,-0.216558238,-0.5547943,-1.511628183
0.2116,2007,6,2007_06,-0.201186609,-0.229872557,-0.350585373,1.327769253,1.950714038
0.0201,2007,6,2007_06,-0.201186609,-0.229872557,-1.647968041,0.879539836,-1.676501622
0.0963,2007,6,2007_06,-0.201186609,-0.229872557,-0.486399537,-0.644440183,0.301979647
0.0204,2007,6,2007_06,-0.201186609,-0.229872557,0.096171744,-0.644440183,-1.017007866
0.0089,2007,6,2007_06,-0.201186609,-0.229872557,-1.603292329,-0.644440183,0.796599964
0.1014,2007,6,2007_06,-0.201186609,-0.229872557,0.139953941,1.686352787,0.631726525
0.0368,2007,6,2007_06,-0.201186609,-0.229872557,-1.692643753,2.089759262,-1.181881305
0.0366,2007,6,2007_06,-0.201186609,-0.229872557,-0.216558238,-0.644440183,1.126346842
0.0222,2007,6,2007_06,-0.201186609,-0.229872557,-1.692643753,2.089759262,-1.181881305
0.0497,2007,6,2007_06,-0.201186609,-0.229872557,-0.350585373,1.327769253,1.950714038
0.0463,2007,6,2007_06,-0.201186609,-0.229872557,0.185523167,0.072726885,1.62096716
0.0333,2007,6,2007_06,-0.201186609,-0.229872557,-0.618639643,0.252018651,-1.346754744
0.0334,2007,6,2007_06,-0.201186609,-0.229872557,0.03630629,-0.644440183,-0.19264067
0.0201,2007,6,2007_06,-0.201186609,-0.229872557,-1.110965986,-0.420325474,0.961473403
0.03,2007,6,2007_06,-0.201186609,-0.229872557,-0.618639643,0.252018651,-1.346754744
0.0495,2007,6,2007_06,-0.201186609,-0.229872557,-0.395261085,-0.644440183,1.291220281
0.0401,2007,6,2007_06,-0.201186609,-0.229872557,-1.603292329,-0.644440183,0.796599964
0.0572,2007,6,2007_06,-0.201186609,-0.229872557,0.03630629,-0.644440183,-0.19264067
0.0197,2007,6,2007_06,-0.201186609,-0.229872557,0.453577438,-0.644440183,-0.852134427
0.0543,2007,6,2007_06,-0.201186609,-0.229872557,1.434656067,-0.644440183,0.466853086
0.0239,2007,6,2007_06,-0.201186609,-0.229872557,-1.245886636,-0.465148416,0.137106208
0.0118,2007,6,2007_06,-0.201186609,-0.229872557,1.434656067,-0.644440183,0.466853086
0.0193,2007,6,2007_06,-0.201186609,-0.229872557,-0.216558238,0.431310418,1.785840599
0.0775,2007,6,2007_06,-0.201186609,-0.229872557,0.096171744,-0.644440183,-1.017007866
0.0257,2007,6,2007_06,-0.201186609,-0.229872557,0.139953941,1.686352787,0.631726525
0.0744,2007,6,2007_06,-0.201186609,-0.229872557,0.185523167,-0.644440183,-0.027767231
0.013,2007,6,2007_06,-0.201186609,-0.229872557,0.304360561,-0.644440183,-0.522387549
0.0596,2007,6,2007_06,-0.201186609,-0.229872557,-0.439936796,-0.285856649,1.456093721
0.0586,2007,6,2007_06,-0.201186609,-0.229872557,-1.110965986,-0.420325474,0.961473403
0.0071,2007,6,2007_06,-0.201186609,-0.229872557,0.304360561,-0.644440183,-0.522387549
0.0198,2007,6,2007_06,-0.201186609,-0.229872557,0.482169893,0.252018651,-0.357514109
0.0218,2007,6,2007_06,-0.201186609,-0.229872557,0.482169893,0.252018651,-0.357514109
0.0158,2007,6,2007_06,-0.201186609,-0.229872557,-0.439936796,-0.285856649,1.456093721
0.0368,2007,6,2007_06,-0.201186609,-0.229872557,0.721631708,-0.644440183,-0.687260988
0.0644,2007,6,2007_06,-0.201186609,-0.229872557,-0.395261085,-0.644440183,1.291220281
0.013,2007,7,2007_07,-0.167059758,0.76383781,0.579562945,1.865644554,1.703403879
0.0249,2007,7,2007_07,-0.167059758,0.76383781,1.511498291,-0.644440183,-0.439950829
0.0126,2007,7,2007_07,-0.167059758,0.76383781,-0.945665853,-0.644440183,-1.099444585
0.0085,2007,7,2007_07,-0.167059758,0.76383781,-0.408663798,-0.285856649,-1.594064903
0.0077,2007,7,2007_07,-0.167059758,0.76383781,-0.313951289,-0.626511006,0.714163245
0.0028,2007,7,2007_07,-0.167059758,0.76383781,1.109416885,-0.644440183,-0.27507739
0.0088,2007,7,2007_07,-0.167059758,0.76383781,1.109416885,-0.644440183,-0.27507739
0.0027,2007,7,2007_07,-0.167059758,0.76383781,1.555280488,2.134582204,0.549289806
0.0199,2007,7,2007_07,-0.167059758,0.76383781,-0.319312375,-0.644440183,0.219542927
0.0058,2007,7,2007_07,-0.167059758,0.76383781,-0.492654136,-0.106564882,1.868277318
0.0131,2007,7,2007_07,-0.167059758,0.76383781,-0.45333951,-0.599617241,0.054669488
0.0037,2007,7,2007_07,-0.167059758,0.76383781,1.160347197,-0.644440183,-0.769697707
0.0071,2007,7,2007_07,-0.167059758,0.76383781,-0.945665853,-0.644440183,-1.099444585
0.0192,2007,7,2007_07,-0.167059758,0.76383781,-0.97872588,-0.644440183,0.879036684
0.0282,2007,7,2007_07,-0.167059758,0.76383781,-0.313951289,-0.626511006,0.714163245
0.0107,2007,7,2007_07,-0.167059758,0.76383781,1.115671485,-0.644440183,-0.934571146
0.0086,2007,7,2007_07,-0.167059758,0.76383781,0.886931841,0.879539836,-0.110203951
0.0049,2007,7,2007_07,-0.167059758,0.76383781,-1.347747258,2.044936321,-1.264318025
0.0071,2007,7,2007_07,-0.167059758,0.76383781,-0.408663798,-0.285856649,-1.594064903
0.0574,2007,7,2007_07,-0.167059758,0.76383781,0.797580418,-0.644440183,-0.604824268
0.0025,2007,7,2007_07,-0.167059758,0.76383781,-0.97872588,-0.644440183,0.879036684
0.0037,2007,7,2007_07,-0.167059758,0.76383781,-1.347747258,2.044936321,-1.264318025
0.019,2007,7,2007_07,-0.167059758,0.76383781,0.797580418,-0.644440183,-0.604824268
0.0232,2007,7,2007_07,-0.167059758,0.76383781,1.160347197,-0.644440183,-0.769697707
0.0148,2007,7,2007_07,-0.167059758,0.76383781,0.04881549,-0.509971358,1.043910123
0.0058,2007,7,2007_07,-0.167059758,0.76383781,1.109416885,-0.644440183,0.384416366
0.0288,2007,7,2007_07,-0.167059758,0.76383781,0.356184386,1.148477486,1.53853044
0.0112,2007,7,2007_07,-0.167059758,0.76383781,0.579562945,1.865644554,1.703403879
0.0085,2007,7,2007_07,-0.167059758,0.76383781,-0.090572731,-0.106564882,1.208783562
0.0095,2007,7,2007_07,-0.167059758,0.76383781,0.04881549,-0.509971358,1.043910123
0.004,2007,7,2007_07,-0.167059758,0.76383781,-0.492654136,-0.106564882,1.868277318
0.0358,2007,7,2007_07,-0.167059758,0.76383781,-0.319312375,-0.644440183,0.219542927
0.0106,2007,7,2007_07,-0.167059758,0.76383781,1.511498291,-0.644440183,-0.439950829
0.0192,2007,7,2007_07,-0.167059758,0.76383781,0.216796166,-0.5547943,-1.429191464
0.0106,2007,7,2007_07,-0.167059758,0.76383781,0.356184386,1.148477486,1.53853044
0.0303,2007,7,2007_07,-0.167059758,0.76383781,0.886931841,0.879539836,-0.110203951
0.0248,2007,7,2007_07,-0.167059758,0.76383781,-0.531968763,0.431310418,1.373657001
0.0094,2007,7,2007_07,-0.167059758,0.76383781,0.216796166,-0.5547943,-1.429191464
0.0235,2007,7,2007_07,-0.167059758,0.76383781,-0.090572731,-0.106564882,1.208783562
0.0306,2007,7,2007_07,-0.167059758,0.76383781,-0.45333951,-0.599617241,0.054669488
0.0141,2007,7,2007_07,-0.167059758,0.76383781,-0.531968763,0.431310418,1.373657001
0.0185,2007,8,2007_08,-2.762402461,1.772840982,-0.221919323,-0.644440183,1.868277318
0.0104,2007,8,2007_08,-2.762402461,1.772840982,-0.579325017,-0.5547943,0.054669488
0.0254,2007,8,2007_08,-2.762402461,1.772840982,-0.713352152,-0.5547943,0.714163245
0.034,2007,8,2007_08,-2.762402461,1.772840982,-0.579325017,-0.644440183,-1.594064903
0.0128,2007,8,2007_08,-2.762402461,1.772840982,0.269513505,0.565779244,1.703403879
0.0273,2007,8,2007_08,-2.762402461,1.772840982,-1.429057054,1.417415136,-1.264318025
0.0158,2007,8,2007_08,-2.762402461,1.772840982,-1.429057054,1.417415136,-1.264318025
0.0136,2007,8,2007_08,-2.762402461,1.772840982,0.269513505,0.565779244,1.703403879
0.0147,2007,8,2007_08,-2.762402461,1.772840982,1.429294981,-0.644440183,-0.439950829
0.0062,2007,8,2007_08,-2.762402461,1.772840982,0.001459235,1.417415136,1.53853044
0.0297,2007,8,2007_08,-2.762402461,1.772840982,-0.579325017,-0.5547943,0.054669488
0.0335,2007,8,2007_08,-2.762402461,1.772840982,1.02810709,-0.016918999,-0.110203951
0.0334,2007,8,2007_08,-2.762402461,1.772840982,0.001459235,-0.644440183,-1.429191464
0.0031,2007,8,2007_08,-2.762402461,1.772840982,1.518646405,1.282946311,0.549289806
0.0022,2007,8,2007_08,-2.762402461,1.772840982,0.001459235,-0.644440183,-1.429191464
0.0288,2007,8,2007_08,-2.762402461,1.772840982,-0.221919323,-0.644440183,1.868277318
0.0015,2007,8,2007_08,-2.762402461,1.772840982,1.02810709,-0.016918999,-0.110203951
0.0138,2007,8,2007_08,-2.762402461,1.772840982,1.340837072,-0.644440183,-0.769697707
0.0214,2007,8,2007_08,-2.762402461,1.772840982,1.02810709,-0.599617241,0.384416366
0.0163,2007,8,2007_08,-2.762402461,1.772840982,0.894079955,-0.375502533,-0.27507739
0.0327,2007,8,2007_08,-2.762402461,1.772840982,-0.713352152,-0.5547943,0.714163245
0.0091,2007,8,2007_08,-2.762402461,1.772840982,1.518646405,1.282946311,0.549289806
0.0011,2007,8,2007_08,-2.762402461,1.772840982,1.073676316,-0.644440183,-0.934571146
0.0206,2007,8,2007_08,-2.762402461,1.772840982,1.02810709,-0.599617241,0.384416366
0.0064,2007,8,2007_08,-2.762402461,1.772840982,1.429294981,-0.644440183,-0.439950829
0.0159,2007,8,2007_08,-2.762402461,1.772840982,-0.892948513,-0.644440183,-1.099444585
0.0246,2007,8,2007_08,-2.762402461,1.772840982,-0.087892188,-0.465148416,1.043910123
0.0458,2007,8,2007_08,-2.762402461,1.772840982,0.001459235,-0.241033708,1.373657001
0.0188,2007,8,2007_08,-2.762402461,1.772840982,-0.579325017,-0.644440183,0.219542927
0.0253,2007,8,2007_08,-2.762402461,1.772840982,0.670701396,-0.644440183,-0.604824268
0.0132,2007,8,2007_08,-2.762402461,1.772840982,0.670701396,-0.644440183,-0.604824268
0.0187,2007,8,2007_08,-2.762402461,1.772840982,1.073676316,-0.644440183,-0.934571146
0.0055,2007,8,2007_08,-2.762402461,1.772840982,0.001459235,-0.196210766,1.208783562
0.022,2007,8,2007_08,-2.762402461,1.772840982,-0.579325017,-0.644440183,-1.594064903
0.0123,2007,8,2007_08,-2.762402461,1.772840982,0.001459235,1.417415136,1.53853044
0.0138,2007,8,2007_08,-2.762402461,1.772840982,-0.087892188,-0.465148416,1.043910123
0.0109,2007,8,2007_08,-2.762402461,1.772840982,1.340837072,-0.644440183,-0.769697707
0.0132,2007,8,2007_08,-2.762402461,1.772840982,0.894079955,-0.375502533,-0.27507739
0.0136,2007,8,2007_08,-2.762402461,1.772840982,-1.026082134,-0.644440183,0.879036684
0.0137,2007,8,2007_08,-2.762402461,1.772840982,0.001459235,-0.241033708,1.373657001
0.0131,2007,8,2007_08,-2.762402461,1.772840982,-1.026082134,-0.644440183,0.879036684
0.0256,2007,8,2007_08,-2.762402461,1.772840982,-0.579325017,-0.644440183,0.219542927
0.0263,2007,8,2007_08,-2.762402461,1.772840982,-0.892948513,-0.644440183,-1.099444585
0.0159,2007,8,2007_08,-2.762402461,1.772840982,0.001459235,-0.196210766,1.208783562
0.0035,2007,9,2007_09,-0.299956671,-3.101938542,-1.380807285,0.072726885,-1.676501622
0.0046,2007,9,2007_09,-0.299956671,-3.101938542,1.433762552,-0.644440183,0.466853086
0.0077,2007,9,2007_09,-0.299956671,-3.101938542,-0.487293051,-0.465148416,0.301979647
0.0123,2007,9,2007_09,-0.299956671,-3.101938542,-1.605079358,-0.509971358,0.796599964
0.0083,2007,9,2007_09,-0.299956671,-3.101938542,0.004139778,-0.420325474,-1.511628183
0.0136,2007,9,2007_09,-0.299956671,-3.101938542,0.302573532,0.700248069,-0.19264067
0.0076,2007,9,2007_09,-0.299956671,-3.101938542,0.8529783,-0.644440183,-0.357514109
0.0073,2007,9,2007_09,-0.299956671,-3.101938542,0.525952091,-0.644440183,-0.522387549
0.0139,2007,9,2007_09,-0.299956671,-3.101938542,-0.129887357,1.238123369,1.785840599
0.0089,2007,9,2007_09,-0.299956671,-3.101938542,-0.129887357,1.238123369,1.785840599
